Geographic Area,City,Median Income
IN,Pottawattamie Park town,87188.0
IN,Princes Lakes town,67500.0
IN,Princeton city,40488.0
IN,Ragsdale CDP,83203.0
IN,Redkey town,35417.0
IN,Remington town,47635.0
IN,Rensselaer city,43560.0
IN,Reynolds town,50167.0
IN,Richland town,50938.0
IN,Richmond city,30357.0
IN,Ridgeville town,38594.0
IN,Riley town,43333.0
IN,Rising Sun city,37596.0
IN,Roachdale town,40395.0
IN,Roann town,40156.0
IN,Roanoke town,65694.0
IN,Rochester city,36692.0
IN,Rockport city,29716.0
IN,Rockville town,26035.0
IN,Rocky Ripple town,50417.0
IN,Rolling Prairie CDP,81250.0
IN,Rome City town,47917.0
IN,Rosedale town,32938.0
IN,Roseland town,36375.0
IN,Roselawn CDP,51490.0
IN,Rossville town,48580.0
IN,Royal Center town,39500.0
IN,Rushville city,34942.0
IN,Russellville town,33958.0
IN,Russiaville town,51034.0
IN,St. Bernice CDP,42337.0
IN,St. Joe town,44375.0
IN,St. John town,95777.0
IN,St. Leon town,54375.0
IN,St. Mary of the Woods CDP,19375.0
IN,St. Meinrad CDP,53472.0
IN,St. Paul town,40294.0
IN,Salamonia town,30000.0
IN,Salem city,31980.0
IN,Salt Creek Commons CDP,62644.0
IN,Sandborn town,41563.0
IN,San Pierre CDP,40500.0
IN,Santa Claus town,71979.0
IN,Saratoga town,25893.0
IN,Schererville town,65661.0
IN,Schneider town,39583.0
IN,Scottsburg city,41007.0
IN,Seelyville town,39667.0
IN,Sellersburg town,63611.0
IN,Selma town,40096.0
IN,Seymour city,44310.0
IN,Shadeland town,66179.0
IN,Shamrock Lakes town,73750.0
IN,Sharpsville town,55341.0
IN,Shelburn town,32400.0
IN,Shelbyville city,43395.0
IN,Shepardsville CDP,95313.0
IN,Sheridan town,42935.0
IN,Shipshewana town,40083.0
IN,Shirley town,35446.0
IN,Shoals town,29250.0
IN,Shorewood Forest CDP,107557.0
IN,Sidney town,51667.0
IN,Silver Lake town,40000.0
IN,Simonton Lake CDP,56353.0
IN,Smithville-Sanders CDP,66851.0
IN,Somerset CDP,68750.0
IN,Somerville town,32500.0
IN,South Bend city,34523.0
IN,South Haven CDP,51310.0
IN,Southport city,54828.0
